station_id,nazwa_stacji,parametr,data,wartosc
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-21 08:00:00,13.7
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-21 07:00:00,11.1
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-21 06:00:00,9.4
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-21 05:00:00,8.9
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-21 04:00:00,10.1
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-21 03:00:00,20.9
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-21 02:00:00,13.1
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-21 01:00:00,10.6
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-21 00:00:00,10.8
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-20 23:00:00,7.8
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-20 22:00:00,9.1
129,"Wrocław, Al. Wiśniowa",PM2.5,2026-06-20 21:00:00,11.5
